year,count,creative,l,party,vet_fam,vet_fam_end,vet_fam_atk,vet_fam_out_issues,mil_p,party_wh,House_Dem_mean_nom1,House_Rep_mean_nom1,house_polarization_dim1,Sen_Dem_mean_nom1,Sen_Rep_mean_nom1,sen_polarization_dim1,dem_diff_aff,rep_diff_aff,aff_polar_total,House_Dem_mean_nom2,House_Rep_mean_nom2,house_polarization_dim2,Sen_Dem_mean_nom2,Sen_Rep_mean_nom2,sen_polarization_dim2
2000,2968,BUSH/RNC Hard Things,30,REPUBLICAN,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,2927,GORE/DNC 8 Nobel Laureates,30,DEMOCRAT,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,2858,GORE/Trickle,30,DEMOCRAT,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,2777,GORE/Prosperity,30,DEMOCRAT,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,2758,MCCAIN/Give Government Back,30,REPUBLICAN,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,2638,PLANP/Bush Opposes Right to Choose,30,DEMOCRAT,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,2595,DNC/Bush Texas Healthcare,30,DEMOCRAT,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,2551,GORE/DNC Big Oil Tax Break,30,DEMOCRAT,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,2514,CBM/Flo Mail,30,OTHER,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,2507,BUSH/RNC Phyllis Hunter Education,30,REPUBLICAN,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,2476,DNC/The Bush Plan,30,DEMOCRAT,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,2474,GORE/1969,60,DEMOCRAT,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,2363,DNC/Gore Look Who GWB Helped,30,DEMOCRAT,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,2342,BUSH/Education Agenda,30,REPUBLICAN,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,2310,GORE/Medical Errors,30,DEMOCRAT,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,2281,DNC/Bush Look At His Record,30,DEMOCRAT,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,2210,CBM/Canadians,30,OTHER,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,2126,DNC/Gore Oil and Water,30,DEMOCRAT,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,2033,HANDGUN/Bush Guns Don't Belong,30,DEMOCRAT,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,2026,MCCAIN/Straight Talk,30,REPUBLICAN,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,2014,PLANP/Bush Doesn't Say Much,30,DEMOCRAT,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,1968,CBM/Letters 60,60,OTHER,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,1762,GORE/Right Track 2,30,DEMOCRAT,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,1760,BUSH/White House,30,REPUBLICAN,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,1698,LCV/Vote Environment,30,OTHER,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,1689,GORE/Home,30,DEMOCRAT,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,1626,PROCHOICE/Slipping Away,60,OTHER,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,1564,HSSHF/Patriots,30,OTHER,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,1512,RNC/Gore Say One Thing 2,30,REPUBLICAN,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,1505,AFLCIO/Bush Retirement Funds,30,DEMOCRAT,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,1474,RNC/Gore Campaign Finance Reform,30,REPUBLICAN,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,1412,RNC/The Choice Gore HMO,30,REPUBLICAN,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,1399,GORE/DNC Bob Ball SS,30,DEMOCRAT,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,1391,MCCAIN/Surplus,30,REPUBLICAN,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,1381,GORE/Fight for You,30,DEMOCRAT,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,1380,BUSH/Bush Hope 30,30,REPUBLICAN,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,1350,MCCAIN/Pork Barrel Spending,30,REPUBLICAN,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,1279,GORE/Experience,30,DEMOCRAT,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,1274,GORE/NARAL,30,DEMOCRAT,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,1263,LCV/Drink That Vote,30,OTHER,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,1227,BUSH/McCain Lobbyist,30,REPUBLICAN,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,1201,DNC/Gore GWB Promises,30,DEMOCRAT,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,1199,PLANP/Bush Doesn't Trust Women PLANP/Bu,30,DEMOCRAT,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,1108,BUSH/He'll Restore,30,REPUBLICAN,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,1090,RNC/Bush New Solutions 60,60,REPUBLICAN,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,1070,CBM/Canadian Women,30,OTHER,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,1069,TFA/Better Schools And Accountability,30,OTHER,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,1060,DNC/Bush Siding,30,DEMOCRAT,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,1056,RCA/Bush for Clean Air 2,30,REPUBLICAN,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,986,AQNHC/Call Al Gore Restore Cuts,30,OTHER,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,985,GORE/Checkbook not Notebook Rx,30,DEMOCRAT,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,970,DNC/Gore Indeed PBR,30,DEMOCRAT,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,930,GORE/Brady Bill,30,DEMOCRAT,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,847,GORE/Job as President,30,DEMOCRAT,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,820,DNC/New Bush RX Ads Revised,30,DEMOCRAT,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,789,CBM/Canadiens 3,60,OTHER,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,775,MCCAIN/Gore,30,REPUBLICAN,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,742,DNC/Gore Minimum Wage,30,DEMOCRAT,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,726,DNC/Gore Leave Children Behind 15,15,DEMOCRAT,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,712,WORLDCAMPAIGN/Part Of Problem 15,15,OTHER,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,710,DNC/Cheney's Record,30,DEMOCRAT,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,697,BUSH/McCain's Ad Not True 2,30,REPUBLICAN,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,693,DNC/Gore Texas Water,30,DEMOCRAT,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,688,MI/CMA No On HB 5721,30,OTHER,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
2000,685,RTL/Used To Be Pro-Choice,30,OTHER,0,0,0,0,64,DEMOCRAT,-0.3729108,0.4044089,77.73197,-0.2949783,0.3631786,65.81569,23.26289,34.05569,57.31858,0.044131455,-0.056982222,,-0.06323913,-0.220767857,
